text,political_inclination
Average gas price in CA is now 6 dollars a gallon for 40 million Americans https://t.co/AXBZ8lHlej,conservative
"""The official said there are people with knowledge of the phenomena who have yet to contribute to the oversight effort.""",conservative
"UHHHH: ""‘A Skull and Bones-type vibe’: Spy agencies grapple with how much to share at UFO hearing""

https://t.co/xJjwUNlySh",conservative
@spotifypodcasts tells me they're aware and its a platform wide problem. They're working on it,conservative
"Getting lots of reports that Breaking Points is not showing up for some people on @spotifypodcasts 

We've alerted them to the issue. In the meantime it's live wherever else you get your podcasts https://t.co/EHoE6nWP7E",conservative
"BTW I don't think they should! A raucous press is great at the WH, just telling when its allowed and when it isn't",conservative
"When I was in the WHCA people literally screamed like rabid banshees to get called on. Once one even played audio of crying migrant kids while an official was speaking

I don't remember any of them being threatened with expulsion. Probably because they worked for the MSM https://t.co/5qrXkk8SG9",conservative
"A reporter from Africa apparently yelled during the briefing asking Psaki to call on him and reporters in the back row. He is now being threatened with expulsion from the White House Correspondents Association...

https://t.co/CkZ7EuwWz5",conservative
Deleted an earlier version which incorrectly said 44 billion*,conservative
The extent to which the United States is underwriting European security remains genuinely shocking as ever. We just approved an additional 40 billion. Our allies whose physical security is actually threatened? A quick perusal of how much they're willing to give https://t.co/M2pCL8vBGx,conservative
"In 2020 Sweden spent 1.2% of its GDP on national defense. They say they will raise it to 2% ""as soon as possible""

Will they actually do so before the US nuclear umbrella is extended to them? https://t.co/2AQdCh0NzM",conservative
lol. Thanks European Union https://t.co/WUCEUvGzT3,conservative
RT @matthewstoller: I did a #BreakingPoints video on an amazing story about banking fraud by @Capitol_Forum. Remember the Wells Fargo fake…,conservative
Lesson I’ve learned from a weekend with zoomers: If you’re not on @BeReal_App you’re *NOT* cool,conservative
"800k in less than 1 year

Thank you Breakers!

Subscribe now: https://t.co/An5EPKUy5p https://t.co/lyLrsRJdrw",conservative
"Basic stuff

In a sane world Biden did this 2 weeks ago

Outrage should not have to bubble up nationwide on Facebook, breakout to political twitter before the White House does the most basic functions of government and ""considers"" options https://t.co/DsnMNToLrI",conservative
"""Companies working to sideline the Commerce Department investigation into Chinese trade violations are reliant on components made by Uyghur workers."" https://t.co/JD8w5rnByH",conservative
"""Putin's price hike"" is genuinely some of the most cringe shit I've ever heard in my life",conservative
RT @T11CLTPhilmont: Hey Scott ... @ScottAdamsSays  another potential energy storage system this one designed to fit into existing metro cen…,conservative
RT @RALee85: Russian Major General Roman Kutuzov was killed in the Donbas reportedly in Mykolaivka near Popasna. Different sources claim he…,conservative
"This is me every day.

https://t.co/p9ozq7Pbgo via @Dilbert_Daily",conservative
"No matter how long I have my dog, she will only ever know me as “that guy.”",conservative
"RT @ShellenbergerMD: Everybody knows that we grow stronger by overcoming adversity. Why, then, do so many people insist that we can't? Coul…",conservative
"RT @_alexbrogan: @primalpoly @david_perell Confusopoly

A confusopoly is an industry where price competition is eliminated by making produc…",conservative
"RT @G_S_Bhogal: 24. 48-Hour Rule:
Our minds are in constant flux, and our stated opinions are often just flickers of untamed inspiration th…",conservative
"The news is slow so I’ll open the curtain on reality and let you see the machinery.

Locals: https://t.co/kcQoyUwABQ

YouTube: https://t.co/E5DCsqAK76

Coffee With Scott Adams — live — every day at 10 AM EST.",conservative
The world keeps getting better while our perception is that things are getting worse. There must be a logical limit to that effect. But I don't see one forming.,conservative
@SweetJenius @hamcarless @KJWD0384 I think I knew that same girl.,conservative
@SweetJenius @emeriticus 1% is still poison-worthy.,conservative
"@Isolveissues @Cernovich We've been doing ""stories about stories"" for years now.",conservative
"RT @emeriticus: Former Trump adviser Peter Navarro was just arrested amid a witch hunt by the FBI, which has a workstation in the Washingto…",conservative
RT @hamcarless: @KJWD0384 @ScottAdamsSays https://t.co/f73X9SxnXF,conservative
@hamcarless I only disavow the funny ones.,conservative
@AndrewKline76 Yep. It will be the biggest story in a year or two.,conservative
RT @Cernovich: I know this stuff seems beneath our IQ but she’s really doing damage to the Washington Post. Stuff like this “sticks” in a w…,conservative
"RT @MargeeMcC: @ScottAdamsSays 

""Yet, the greatest condemnation should be reserved for the organization that not only pushed that narrativ…",conservative
"RT @JoeNBC: Republicans somehow missed this: 
After Trump Republicans ran up the biggest deficits and debts ever over his four years, last…",conservative
"RT @elonmusk: @WholeMarsBlog Often, when we announce something, we hear simultaneous criticism that it’s already been done, but also that i…",conservative
@telemachyo Have you ever seen us in the same room?,conservative
"Laugh at the headlines with me. You need it. Bring coffee. Now.

Locals: https://t.co/kcQoyUwABQ

YouTube: https://t.co/E5DCsqAK76

Coffee With Scott Adams — live — every day at 10 AM EST.",conservative
"The Depp/Heard trial gave the world a great education about defamation laws, the perils of addiction, and the dark reality of Cluster B personality disorders. 

The media told us it was about men versus women and we all got dumber.",conservative
"RT @DaleJust2: ""Republicans will be hunted.""

@ScottAdamsSays",conservative
RT @shonkori: Gavin Newsom has a bigger war chest but FWIW @ShellenbergerMD is the dark horse in the CA gubernatorial race and could defeat…,conservative
"RT @ggreenwald: Go read the lengthy, multi-pronged Washington Post ""corrections"" of the Taylor Lorenz story. They don't describe reckless e…",conservative
The implied threat of violence (both ways) is the operating system that keeps America free. https://t.co/eI012AmPDB,conservative
"Dilbert Gets Anxiety
https://t.co/kI96fQZ1xC via @Dilbert_Daily",conservative
"RT @Rasmussen_Poll: Asked of those who have seen 2000 Mules -

""Did the film strengthen or weaken your conviction that there was systematic…",conservative
Peter Navarro's new book is #4 on Amazon. Needs to be #1. I ordered mine. https://t.co/VutxNhA8KG,conservative
RT @mashable: This chainless bike promises to make cycling a lot more efficient https://t.co/da2MjDQ74A,conservative
"RT @JackPosobiec: Brilliant idea

https://t.co/mgQvTs7rKA",conservative
Patriarchy https://t.co/ytgHmKbr3X,conservative
@JessicaVaugn “Reasonable” is always the sticking point.,conservative
@JessicaVaugn Meaning she is already wealthy.,conservative
Damn https://t.co/1vI7guVrD6,conservative
RT @feliciasonmez: Fantastic to work at a news outlet where retweets like this are allowed! https://t.co/zs4dX4qprH,conservative
"RT @Forbes: After being drummed out of Silicon Valley as a Trump-supporting hawk, the VR wunderkind Palmer Luckey is feeling vindicated. Hi…",conservative
"RT @_HelenDale: I am ROLLING, this is a beauty. #PlatinumJubilee https://t.co/TX1rhyd6XU",conservative
"RT @JackPosobiec: Sussman walks free 

Navarro put in chains 

Are you paying attention yet?",conservative
RT @ShellenbergerMD: @RealTimers @billmaher @EricHolder @DouglasKMurray @HBO @hbomax This is my first appearance in an in-studio liberal TV…,conservative
"RT @redsteeze: Beyond just being a sociopath, Lorenz gets away with inexcusable sloppy inaccurate reporting. Her editors and Washington Pos…",conservative
RT @ToshiAkima: Italian study shows ventilation can cut school COVID cases by 82% | Reuters https://t.co/LQ8nX7Mvju,conservative
"RT @YahooFinance: “This is exactly what the Fed should want to see,” @ZipRecruiter Chief Economist @juliaonjobs says on the May jobs report…",conservative
"RT @AdamDopamine: @ScottAdamsSays 

No institution can survive strict adherence to their own rules.",conservative
The Navarro arrest probably guarantees Trump’s re-election.,conservative
"RT @H329Rk: @ScottAdamsSays Scott, you were correct about Republicans being “hunted”",conservative
Just purchased to support the Peter Navarro defense. https://t.co/zb9vLvdwcf,conservative
Mask mandates are back in my stupid county. https://t.co/Vg610mkFfj,conservative
We need this leadership. https://t.co/n4enATN9Xn,conservative
"RT @Rasmussen_Poll: Biden vs. Trump approval update:
https://t.co/staqbiUmNG

@POTUS 

Sponsored by @MattPalumbo12 and MAN BEHIND THE CURTA…",conservative
"RT @joelpollak: A gross abuse of power by a discredited agency, acting unlawfully at the behest of an illegitimate committee",conservative
@PaulCollider Science is mostly useless. Especially mask studies.,conservative
"@Surgical_Thinkr @JessicaVaugn ""Follow the money"" has never failed to predict. What woman accepts money plus restrictions on freedom when the alternative is money plus no restrictions?",conservative
"@DarrinBellArt Conservatives always have guns nearby. If they intended to use them on Jan6th, you'd know about it.",conservative
@GregoryMakles I'm going to block you now.,conservative
"@JessicaVaugn It's economics. Once she could get the money and also any other man (men), it was a no-brainer.",conservative
@GregoryMakles Was it live?,conservative
I keep laughing at my own tweet here because I'm fairly certain any real coup attempt would have checked in with Don Jr.,conservative
"@SteveTobak Cases are climbing locally, mostly because I attended the Top Gun movie. My bad. Sorry.",conservative
@pilgrimboy14 That's current thinking: Stay in school.,conservative
@PollakDan I'm not the richest person in the world. Yet.,conservative
RT @RoninGreg: @ScottAdamsSays I’m not a Persuasion expert but I don’t think this #Russian propaganda video turned out quite the way they h…,conservative
@VijayUpadhyaya That only works if I'm not programming the simulation to leave me alone.,conservative
"@SciFly_SaltLife @AgBioWorld Lots of reasons for that, and all of them good.",conservative
@BardsAntiquity No. It only needs to fool the sims within it. You believe you see more detail than is actually reaching your brain.,conservative
"@VijayUpadhyaya I just fell asleep on my keyboard for the third time this morning, so micro-dozing for sure.",conservative
"RT @nypost: EXCLUSIVE DETAILS: Amber Heard is 'broke' due to mounting legal fees, lavish spending: sources https://t.co/JjLHuYRuc4 https://…",conservative
"RT @Chellaney: Zelensky admits Russia now holds one-fifth of Ukraine, the largest country entirely within Europe. What he didn't acknowledg…",conservative
You’d also expect the most influential persuaders in the world to believe they live in a Simulation. And they do.,conservative
"If we live in a player-programmable Simulation, you’d expect the first person to figure that out to be the richest person in the world. And here we are.",conservative
"RT @AgBioWorld: Machines bristling with cameras and controlled by artificial intelligence are bringing supernatural precision to weeding, h…",conservative
RT @ClayTravis: Breaking: Florida’s @GovRonDeSantis has vetoed @RaysBaseball $35 million from the state of Florida to fund a new spring tra…,conservative
"RT @geoffpilkington: NEW: Tesla is Opening a 24-Hour Diner and Drive-In Theater in Hollywood

According to a report, Tesla has submitted do…",conservative
"How to use fake legislation to fix fake news.

Locals: https://t.co/kcQoyUwABQ

YouTube: https://t.co/E5DCsqAK76

Coffee With Scott Adams — live — every day at 10 AM EST.",conservative
I'll be watching this tonight. The reviews sound great. https://t.co/4kBuFnotTd,conservative
"Wally Runs Drug Trial
 https://t.co/Z9q1766Hi8 via @Dilbert_Daily",conservative
@Mycelium_Mind Will start by blocking you.,conservative
"Look Ethical
https://t.co/1UvLBy8ruZ via @Dilbert_Daily",conservative
"I like this idea. Republicans should propose a permanent ban on every kind of weapon that was fired or brandished by the Jan 6th ""insurrectionists,"" including but not limited to podiums and bison hats.

I mean, seriously. It would be hilarious. https://t.co/k3UedMGS8o",conservative
@ThinkerCoach @bowtiedgreasemo @BowTiedCoffee Satisfaction comes from helping others. Being good at something soulless probably helps no one.,conservative
@Ursich4SenateCA Work on summarizing.,conservative
RT @jimetomlinson: @scottadamssays (Insurance story) Germany’s new government is taking a more critical approach to authoritarian governmen…,conservative
"RT @AdamDopamine: @ScottAdamsSays 

Golden Age

https://t.co/EZjQ04DO9x",conservative
"""Follow the insurance"" is a special form of ""follow the money"" and it does a good job of predicting. https://t.co/RawaWVxW5f",conservative
"According to CNN, America is the kind of country in which the citizens will bring loaded firearms to any sort of occasion except for attempted overthrows of their own government.",conservative
"CNN's reporting is that Don Jr. tried to get President Trump to condemn the Jan 6th rioters (via text message to Mark Meadows) as it was happening.

That means -- according to CNN -- Republicans planned an insurrection to keep Trump in power and. . . didn't tell Don Jr.",conservative
@BurpeesCure Everyone,conservative
Here we go again. This is my county.  https://t.co/J20LGF2e3M,conservative
RT @JackPosobiec: BREAKING: Photo of off-duty Border Patrol agent Jacob Albarado who borrowed a shotgun from his barber in the middle of a…,conservative
"RT @HistoireSecrete: Prendre les gens pour des cons.... Ca fait 2 ans que des médecins en France et à l'étranger le disait....
Et se faisai…",conservative
RT @MichaelFuerst8: Must follow laugh a thon hey @ScottAdamsSays let’s give @DailywithDahlia a boost.,conservative
"@SweetJenius @AdamDopamine Ah, got it.",conservative
@SweetJenius @AdamDopamine You blame women for Putin's invasion of Ukraine?,conservative
"RT @AdamDopamine: @ScottAdamsSays 

Follow the insurance companies",conservative
RT @sandyleevincent: .@ScottAdamsSays 😆,conservative
"@jimtravolta1 @cpickler18 @ebizarch Friction, reduces plume load.",conservative
"RT @ShellenbergerMD: Many people think politics can be explained on a simple Left-Right spectrum, but I'm a liberal in my compassion for th…",conservative
"RT @nichcarlson: Amber Heard was found liable for defaming Johnny Depp in a Washington Post op-ed. She didn't write it — the ACLU did.

Hea…",conservative
Justice,conservative
Biden and his wealthy allies 'killing' America via green agenda @SecretaryPerry  https://t.co/1N8daIcXX6,conservative
@mschlapp blasts President Biden: He's not up to the job https://t.co/eQPYv2yqK4,conservative
"Biden Knew of Formula Shortage in Early April, Didn’t Address it Until May 13th https://t.co/VsIW70fw6z",conservative
The lesson: don't mess with Ron DeSantis... https://t.co/lxfcmhraTH,conservative
"Joe Frustrated Handlers, Spokespeople Keep Fixing His Botched Remarks https://t.co/263sQh1N61",conservative
Pam Bondi slams Biden's calls for gun control https://t.co/xWbJuafkBW,conservative
"Biden Struggles In Speech On Baby Formula Shipment, Says Only ‘3.7 Bottles Of The Formula’ Coming https://t.co/JCigx536iT",conservative
"Joe needs ""immediate action"" on a refill for his daiquiri... https://t.co/gsjyWMhUJU",conservative
Virginians Cannot Name a Single Biden Economic Achievement: ‘We’re Really Suffering’   https://t.co/b0OtYYL7W4,conservative
"Biden defends his FDA, now under investigation, for baby formula shortage failures https://t.co/VzoMcIH7Fl",conservative
Fancy Nancy says Biden's economic policies are working 🤦‍♂️ https://t.co/8w7zs3WmuG,conservative
"TRUMP: ""It makes me want to fight even harder...[Hillary] should be ashamed of herself and so should [Adam] Schiff and all these corrupt politicians.” https://t.co/D00uTXEOSR",conservative
@JobCreatorsUSA puts Biden’s Failures on Times Square Billboard https://t.co/FYrhCXHR6C,conservative
NY Dem vows to abolish filibuster and expand SCOTUS to enact gun control laws  https://t.co/ApJ7QJ3B9c,conservative
Biden Admits He Didn’t “Understand” Severity of Baby Formula Shortage https://t.co/fL2mjC5Kzp,conservative
@KellyannePolls  Why Should the Farmers and Carpenters Pay for Doctors and Lawyers’ Student Loans? https://t.co/XcZU0iOAxC,conservative
@GeraldoRivera We Are Watching Congress in Its Dysfunctional Worst Now  https://t.co/mZR76mmbmM,conservative
DeSANTIS SAYS NO WAY TO RAYS: FLA Gov to Veto $35M Facility Over MLB Team’s Anti-Gun Statements https://t.co/SvPpJUFycz,conservative
NOEM ON BIDEN: ‘When Is This Country Going to Wake Up and Realize What a Terrible President He Is?’ https://t.co/j39ABsWZcN,conservative
"BEACH BUM: Joe Says Gun Violence is a National Emergency, But He’s Off to the Beach https://t.co/rWjwbVCqTL",conservative
"‘I’LL FIGHT EVEN HARDER’: Trump Undeterred By Sussmann Acquittal, Says ‘Hillary Should Be Ashamed’ https://t.co/4yzRBNoEqp",conservative
‘THIS IS A TRAINWRECK’: Cruz Blasts Biden for Divisive Speech on Gun Control https://t.co/FJ8WHxjbIV,conservative
"First, its ratings, now actual cameras are crashing at CNN https://t.co/OoAUzlRYip https://t.co/EWSUO9uXXu",conservative
@govkristinoem slams Biden on guns: 'We have to have an honest conversation of what the cause is' https://t.co/ngXCZlZxuf https://t.co/DfI4wqPZ1u,conservative
Biden's policies are a disaster https://t.co/ur8r6A0lnY,conservative
@tedcruz says Biden's gun control address riddled with 'hard left divisive politics' https://t.co/wvwa6e0HY0,conservative
"MIDTERM MAYHEM: What issues will sway voters this November? @NewtGingrich gives his analysis TONIGHT on ""Hannity.""",conservative
"BIDENFLATION: During a meeting with baby formula manufacturers, President Biden admitted that inflation will not go down for some time. @KellyannePolls and @Reince Priebus will weigh in TONIGHT on ""Hannity.""",conservative
"ONE-ON-ONE: @GovKristiNoem will join ""Hannity"" TONIGHT for a can't-miss interview. Don't forget to tune in at 9 PM ET or set your DVR!",conservative
"BIDEN ATTACKS 2A: Tune into ""Hannity"" TONIGHT to see all the lowlights from President Biden's address on the Second Amendment. PLUS, we'll get reactions from @SenTedCruz and @GeraldoRivera.",conservative
"READING, WRITING, RIGHT TO BEAR ARMS: Ohio to Arm Teachers, Fast Track Training https://t.co/AxzixVmZDn",conservative
HYDE IN PLAIN SIGHT: 48 GOP Senators Promise to Oppose Bills Allowing Taxpayer-Funded Abortion https://t.co/M4slLPtfCj,conservative
Rogan Says Fox News ‘F*cking Had My Back’ During Covid-19 Controversy https://t.co/qnmyXS7nor,conservative
‘FOREVER DISGRACED’: Michael Avenatti Gets 4 Years for Scamming Stormy Daniels https://t.co/OFMxrSWtUt,conservative
NYC subway ad tells fentanyl users to ‘be empowered’ with tips for usage https://t.co/WJvoU5kX9w,conservative
RITTENHOUSE’S REVENGE: Kyle’s Lawyers Confirm ‘Zuckerberg is Certainly at the Top of Our List’ https://t.co/pGQ0Z56Eah,conservative
"‘MR. PRESIDENT, WE’LL SEE YOU IN COURT’: Noem Protects Women’s Sports, Threatens to Sue Biden https://t.co/0WeYZkSEie",conservative
"THANKS BUT NO THANKS, MERRICK: Harvard Grad Walks Out on AG Garland Commencement Speech https://t.co/2cpAk53qO1",conservative
"SLOWDOWN WITH THE PRONOUNS: Most Americans Believe Kids Shouldn’t Choose Pronouns, New Poll Shows https://t.co/9cEaSbtRwe",conservative
"Stefanik, Mullin Intro Resolution to Expunge Trump Impeachment, It Was a ‘Sham Smear’ https://t.co/fxytS2UMiq",conservative
CASH-STRAPPED HEARD: Amber Can’t Pay Johnny Multi-Million Dollar Settlement https://t.co/U8l4idqVmY,conservative
This trial turned almost exclusively on credibility: @JonathanTurley  https://t.co/mmoR4SpMiG,conservative
@Caitlyn_Jenner  NCAA should be 'out to protect women's sports' https://t.co/266mRAjctk,conservative
"Shock Poll: More Americans Say Train, Arm the Teachers https://t.co/pwjZ1LaEUn",conservative
"The circus is finally over, but there were no real winners in the Depp-Heard trial https://t.co/7Z1dit5CIa",conservative
"This is a massive, significant win for the American legal system: @ClayTravis  https://t.co/VoCT95yR62",conservative
Biden: Constitution And Second Amendment Were ‘Never Absolute’ https://t.co/t0Y0qOrmEf,conservative
Inflation Nation https://t.co/QP09GxxT6H,conservative
"As Captain Jack Sparrow so aptly put it, “Crazy people don’t know they’re crazy.” And that’s the problem, isn’t it? @GreggJarrett  https://t.co/b1ohm6WP91",conservative
Kamala Harris Bursts Out Laughing While Talking About Droughts  https://t.co/aSpSfJnVN2,conservative
APRIL FOOL https://t.co/hOePZbp2PG,conservative
"‘Slew’ of sex offenders, deadly drugs and wanted illegal immigrants caught over 3 days https://t.co/wMadJ8Q5kP",conservative
A rare shot of a pre-gaffe Joe...  https://t.co/OgzBWzWDGd?,conservative
"JOHN KICKS JOE IN THE GAS: Kennedy Says Biden Energy Policy ‘Wind, Solar, and Wishful Thinking’ https://t.co/zPsheeF03q",conservative
Musk wants butts back in the seats at Tesla HQ...  https://t.co/VJkONsn4ES,conservative
"Depp Wins Defamation Trial, Heard to Pay $15 Million in Damages https://t.co/DFsVW5oaS3",conservative
HINCKLEY GOES FREE: Man Who Tried to Assassinate Ronald Reagan Granted Unconditional Release https://t.co/VH6epsYWXr,conservative
"MUST WATCH: Boebert Challenges AOC to Demolition Derby, Shares New Campaign Ad https://t.co/YivQVB9Yvv",conservative
‘I WAS WRONG’: Treasury Secretary Janet Yellen Admits She Was Wrong on ‘Path Inflation Would Take’ https://t.co/TNNIgohAmA,conservative
Kamala Bursts Out Laughing While Talking About Droughts https://t.co/cieGQrUxGd,conservative
GET BACK TO WORK: Musk Tells Tesla Remote Staff to Return to Work or ‘Pretend to Work Somewhere Else’ https://t.co/3e33viBUs3,conservative
"DON EYES THE PRIZE: Trump to Sue Pulitzer Board if They Don’t Rescind WaPo, NYT Awards for Hoax Coverage https://t.co/xNtwYHTESQ",conservative
"THE BABY-SITTERS CLUB: Joe Frustrated Handlers, Spokespeople Keep Fixing His Botched Remarks https://t.co/RKNwVWsVVH",conservative
"SHOCK POLL: In The Wake of Uvalde, More Americans Say Train, Arm the Teachers https://t.co/BYwj957iD1",conservative
"SUSSMANN ACQUITTED: Former Clinton Campaign attorney Michael Sussmann was acquitted on charges of lying to the FBI. TONIGHT on ""Hannity"" we'll give you a full report and get analysis from @DevinNunes and @AlinaHabba.",conservative
"FISCAL FIASCO: Biden's economy is in shambles and Americans are paying the price. @Larry_Kudlow will join ""Hannity"" TONIGHT with the latest.",conservative
"CHAOS IN THE WHITE HOUSE: TONIGHT on ""Hannity"" we'll take you inside Biden's dysfunctional White House. Plus, @LaraLeaTrump and @KayleighMcEnany will weigh in. You don't want to miss it! Tune in at 9 PM ET or set your DVR!",conservative
ROGAN’S HEROES: ‘Fox News and the Right Had My Back When I Was Attacked by the Left’ https://t.co/lr44LgLag4,conservative
‘TAKE TIME TO REFLECT’: ICYMI DeSantis Shares Memorial Day Message to Honor ‘Patriots Who Sacrificed Their Lives’ https://t.co/mX7vZP1SYn,conservative
‘STAY PRAYED UP’: Mark Wahlberg Congratulates Son on Confirmation https://t.co/D93Dgft7e4,conservative
"WELL, IF WHOOPI SAYS SO: Goldberg Says AR-15s Have ‘Got to Go’ https://t.co/xGg88vU9ZN",conservative
"‘DEMOCRATS ARE SCRAMBLING’: Mace Blasts Biden for Being on ‘Wrong Side’ of Every Issue, Says ‘Red Wave Incoming’ https://t.co/CxuBsWV2qE",conservative
"THE SWAMP PROTECTS ITS OWN: Sussmann Skates, Clinton Lawyer Cleared of Lying to FBI https://t.co/4Lk4tFHgYm",conservative
THE ICEMAN SPEAKETH: The Amazing Tech That Brought Val Kilmer Back For Another Top Gun Movie https://t.co/PYF0qPGJiY,conservative
"TRUMP UNLOADS ON SUSSMANN VERDICT: ‘Our Legal System is CORRUPT, Country is Going to HELL’ https://t.co/QRwd5RR0Aj",conservative
"SPEAKER OF THE ALPHABET BACKWARDS: Pelosi’s Husband Busted for DUI, Crashing Vehicle https://t.co/DWlI1E8hlE",conservative
@GreggJarrett on Michael Sussmann trial: This is the worst jury for a prosecutor https://t.co/w7cMIMdJay,conservative
"@peterschweizer  ""Biden family got rich off of China"" https://t.co/076N8INTEm",conservative
Biden’s Censors Want Russian-style Speech Controls and They Haven’t Given Up https://t.co/rUbrafm5SK,conservative
Whoopi Goldberg: ‘I’m Gonna Punch Somebody’ If I Hear Another Republican Give Thoughts and Prayers https://t.co/jqDkQA1Zj5,conservative
Memorial Day: A Somber Thanks to Our Fallen Troops https://t.co/0HRXsWrNSd,conservative
Plans underway to build educational and patriotic park with world's largest flagpole https://t.co/bsgfaol6OW,conservative
Bongino Shares an Emotional Memorial Day Weekend Tribute Honoring His Uncle https://t.co/TXJwTqv0ux,conservative
Watch the Great One tonight https://t.co/pup66zX9tC,conservative
@SenJohnKennedy makes Christopher Wray very uncomfortable... https://t.co/zlo9dAN3pu,conservative
Former police chief: AOC rhetoric is not bringing people together https://t.co/s5wcNBnBRr,conservative
"Biden: ‘Just This Month, We Thought that White Supremacy Was Finally Being Got Hold Of’ https://t.co/SuHiCLMqEn",conservative
Jon Stewart Angrily Calls Out Lack of Supporters at Veterans Events for Memorial Day https://t.co/tldjxtyWtn,conservative
Fmr. FBI Agent: Hardening Schools Would Mean These Cowards Would Be ‘Bringing a Gun to a Gun Fight https://t.co/zgPbWV1jUG,conservative
"Trump: Crooked Hillary Clinton Spied on My Campaign, Spied on Me While in Oval Office, She’s Guilty https://t.co/7pF7pVMWdr",conservative
More than 99 percent of migrants in Biden’s ‘Dedicated Dockets’ program have invalid asylum claims @SaraCarterDC https://t.co/p0LWQrX4hf,conservative
We need real solutions to school shootings: @AdamLaxalt https://t.co/XyYYkKaxGQ,conservative
Ominous &amp; Orwellian: The Short-Lived Disinformation Board https://t.co/f50qSgxoPn,conservative
"""MSNBC, ABC News, NBC News and CBS News have almost entirely ignored the [Sussmann] trial since it began on May 15 and continued the blackout after Friday’s stunning revelation."" https://t.co/Ot0xMksiXG?",conservative
Combat veteran describes overcoming PTSD and helping other veterans https://t.co/tk2FaDz1d5,conservative
Self-defense paramount in our community: Senate candidate https://t.co/bZLzPLNWNg,conservative
AOC Blames Texas School Shooting on the Patriarchy and ‘Predatory Men’ https://t.co/f6drJC7vp6,conservative
*MUST WATCH* Enjoy this montage of MSM outlets getting it COMPLETELY WRONG on Georgia's Election Integrity Act... https://t.co/sHcDJb7uD1?,conservative
This is bad economics and it's bad for the environment: @EnergyPhilFlynn https://t.co/XOoftm5jTp,conservative
@TheLeoTerrell and former Trump White House senior adviser @StephenM sound off on the Biden administration’s performance on ‘Hannity.’ https://t.co/z2aOymWO4q,conservative
"RT @charliekirk11: 10 years ago today, Turning Point USA was started. Praise God for this journey.",conservative
"Congratulations Charlie. 

You’ve created one of the most important institutions in America. 

And those who wish to destroy the Republic hate it. 

Keep on trucking. https://t.co/2s8VxB279i",conservative
RT @julie_kelly2: Bless you @MariaBartiromo for asking Kevin McCarthy about J6 political prisoners. McCarthy said this shouldn’t happen and…,conservative
"RT @ksorbs: Why do shootings keep happening in gun free zones, don’t they know that guns aren’t allowed there?",conservative
"🔥 🔥 🔥  HOT SELLER AT https://t.co/DRnkFvdDsE

Our Special Edition LGBTQ Mug!

Let's
Get
Biden
To 
Quit!

Get yours TODAY!

https://t.co/3QgZNwSeaR",conservative
"TONIGHT on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/IKjvFrBt9g",conservative
"Part 2 of my EXCLUSIVE interview with President Donald Trump.

WATCH THE FULL INTERVIEW HERE: https://t.co/RJnUlpaUNp https://t.co/eAOelhmDJq",conservative
"Part 1 of my EXCLUSIVE interview with President Donald Trump.

WATCH THE FULL INTERVIEW HERE: https://t.co/RJnUlpswbZ https://t.co/itiPDrjllm",conservative
"TONIGHT on The Gorka Reality Check - The Marines have been DISGRACED and a DEEP DIVE into the Deep State! 

Guests Include:
Kash Patel
@RepMattGaetz
@ProfMJCleveland
Joe DiGenova &amp; @VicToensing

7pm &amp; 10pm ET ONLY on @Newsmax &amp; the Newsmax App https://t.co/kJgkBkksjg",conservative
"RT @KurtSchlichter: Thanks @SebGorka! Get ordering, people!

https://t.co/tgNa9k580H https://t.co/zmVgursGLk",conservative
Here’s the Plan https://t.co/lgsrL2ahJu,conservative
RT @JohnOSullivanNR: An interesting argument from a writer who follows wherever the truth takes him. Supporting thought from Vladimir Bukov…,conservative
"RT @ClarkeMicah: 'For many decades, widespread Left-wing admiration for the Soviet Union made it hard to tell the squalid truth, that Lenin…",conservative
RT @JohnNosta: Back to the future.  @deloreanmotorco https://t.co/GDbvGilIFY,conservative
RT @BernardKerik: Really? #WOKE @Disney gets worse by the day!,conservative
RT @Ostrov_A: Is it obvious enough that @CanEmbIsrael @LisaStadelbauer is getting all into the #Pride  spirit in #Israel? 🇨🇦 🏳️‍🌈 🇮🇱 https:…,conservative
RT @ArtValley818_: https://t.co/F4hqa5svsH,conservative
"RT @KonstantinKisin: Every day I gain hundreds, sometimes thousands, of new followers on here. 

Every day people message me to say they've…",conservative
RT @holliesmckay: ISIS scars remain https://t.co/qtdOHkvdDf,conservative
"But guns are illegal in Chicago. 

So confused. https://t.co/CJO68rR48P",conservative
"RT @NileGardiner: Utterly ridiculous. This Marxist anti-British madness has to end. 

""Race reading group inspired by BLM plans to ‘decolon…",conservative
On Biden https://t.co/L0jkSS4bfn,conservative
Where’s your mask Marie? https://t.co/bMP3a4N1PT,conservative
"RT @RepDonaldsPress: The national avg price of gas is $4.848, the national avg for diesel is $5.636, one in five states is 90% out of baby…",conservative
"RT @ezralevant: As usual, to get candid criticism of Justin Trudeau, we must go to foreigners; 99% of our Canadian media is hopelessly comp…",conservative
"RT @elonmusk: Sometimes I think my list of enemies is too short, so …",conservative
RT @danritter93: @SebGorka https://t.co/LhOJ89jkUh,conservative
